"n1" "eventr" "CoxTPR" "CoxTNR" "LogitTPR" "LogitTNR" "TCoxTPR" "TCoxTNR"
25523 0.384515926811112 0.81 1 0.75 1 0.8 1
27061 0.177561804811352 0.67 1 0.63 1 0.67 1
26257 0.315572990059794 0.74 0.999966555183947 0.7 1 0.74 0.999966555183947
27278 0.129334995234255 0.65 1 0.62 1 0.65 1
27210 0.151635428151415 0.67 1 0.68 1 0.67 1
26375 0.286104265402844 0.74 1 0.7 1 0.74 1
26171 0.319705017003554 0.82 1 0.79 1 0.82 1
27082 0.172328483863821 0.75 1 0.73 1 0.75 1
25040 0.42444089456869 0.79 1 0.73 0.999966555183947 0.79 1
25666 0.370996649263617 0.77 1 0.72 1 0.75 1
25909 0.3447836659076 0.77 1 0.77 1 0.77 1
24509 0.458688644987556 0.75 0.999933110367893 0.7 1 0.75 0.999933110367893
26728 0.24311583358276 0.76 1 0.73 1 0.76 1
26250 0.304419047619048 0.8 1 0.75 1 0.8 1
26588 0.262524447119001 0.74 1 0.7 1 0.74 1
24775 0.439112008072654 0.81 1 0.73 1 0.81 1
26693 0.242310718165811 0.75 1 0.72 1 0.75 1
25991 0.341041129621792 0.75 1 0.68 0.999966555183947 0.75 1
25525 0.375122428991185 0.79 1 0.7 1 0.79 1
27141 0.170885376367857 0.68 1 0.63 0.999966555183947 0.68 1
25374 0.399148734925514 0.81 1 0.72 1 0.81 1
26197 0.31263121731496 0.75 1 0.74 1 0.75 1
25476 0.378120584079133 0.79 1 0.75 1 0.79 1
25560 0.385093896713615 0.88 1 0.79 1 0.88 1
25227 0.397233123240972 0.8 1 0.73 1 0.8 1
26360 0.300910470409712 0.74 1 0.71 1 0.74 1
26236 0.312623875590791 0.75 1 0.71 1 0.75 1
26226 0.309425760695493 0.7 1 0.68 1 0.7 1
26896 0.223787923854848 0.7 1 0.65 1 0.7 1
25883 0.342000540895569 0.8 1 0.72 1 0.8 1
26645 0.250290861324826 0.74 1 0.72 1 0.74 1
26862 0.226900454173181 0.75 1 0.72 1 0.75 1
24855 0.433635083484208 0.83 1 0.79 1 0.83 1
23338 0.517825006427286 0.85 1 0.76 1 0.85 1
26760 0.238303437967115 0.74 1 0.74 1 0.74 1
26337 0.295743630633709 0.75 1 0.72 1 0.75 1
27376 0.108087375803624 0.53 1 0.54 1 0.53 1
26652 0.2509755365451 0.77 1 0.74 1 0.77 1
26602 0.253702729118111 0.8 1 0.78 1 0.8 1
26845 0.222164276401565 0.73 1 0.72 1 0.73 1
25543 0.383784207023451 0.75 1 0.67 1 0.75 1
26843 0.216033975338077 0.69 0.999933110367893 0.65 1 0.69 0.999933110367893
27300 0.120769230769231 0.58 1 0.57 1 0.58 1
26606 0.269563256408329 0.78 1 0.75 1 0.78 1
25856 0.359800433168317 0.78 1 0.76 1 0.78 1
26134 0.321879543889186 0.75 1 0.72 1 0.75 1
25834 0.361113261593249 0.73 1 0.7 1 0.73 1
26875 0.223702325581395 0.72 1 0.68 1 0.72 1
27132 0.170278637770898 0.75 1 0.69 1 0.75 1
26375 0.29975355450237 0.77 1 0.73 1 0.77 1
25607 0.379154137540516 0.76 1 0.74 1 0.76 1
27069 0.193246887583583 0.73 1 0.67 1 0.72 1
26037 0.330260782732266 0.81 1 0.75 1 0.81 1
26773 0.243827736899115 0.7 1 0.64 1 0.7 1
27066 0.158981748318924 0.66 1 0.64 1 0.66 1
27244 0.137534870063133 0.66 1 0.64 1 0.66 1
26118 0.323837966153611 0.78 1 0.73 1 0.78 1
26671 0.252521465261895 0.77 1 0.71 1 0.77 1
27096 0.178107469737231 0.68 1 0.66 1 0.69 1
26967 0.198650202098862 0.78 1 0.75 1 0.78 1
26829 0.222035856722204 0.7 1 0.68 1 0.7 1
26336 0.303235115431349 0.78 1 0.73 1 0.78 1
25453 0.388559305386398 0.82 1 0.75 1 0.81 1
26689 0.241710067818202 0.72 1 0.67 1 0.72 1
26718 0.238715472715024 0.78 1 0.74 1 0.78 1
26353 0.295146662619057 0.74 0.999966555183947 0.73 0.999966555183947 0.74 0.999966555183947
25098 0.413618615029086 0.75 1 0.71 1 0.75 1
25104 0.415909815168897 0.8 1 0.75 1 0.8 1
27229 0.151970325755628 0.67 1 0.6 1 0.67 1
26066 0.333346121384179 0.73 1 0.65 1 0.73 1
26955 0.196401409757002 0.72 1 0.68 1 0.72 1
27173 0.145033673131417 0.67 1 0.66 1 0.67 1
27439 0.0869565217391304 0.57 1 0.53 1 0.57 1
26716 0.243823925737386 0.76 1 0.69 1 0.76 1
24563 0.450189309123478 0.76 1 0.7 1 0.75 1
26639 0.248657982657007 0.74 1 0.69 1 0.74 1
26620 0.249173553719008 0.73 1 0.69 1 0.73 1
